ID	Stromal_score	Immune_score	ESTIMATE_score
TCGA-CV-7416-01	190.73	46.44	237.16
TCGA-CV-7418-01	-1076.32	7.18	-1069.14
TCGA-CV-7421-01	136.14	-230.54	-94.4
TCGA-CV-7422-01	-292.63	192.62	-100.01
TCGA-CV-7423-01	-728.23	-435.05	-1163.29
TCGA-CV-7424-01	358.58	96.92	455.5
TCGA-CV-7425-01	-515.38	568.96	53.59
TCGA-CV-7427-01	-498.9	1343.79	844.89
TCGA-CV-7428-01	-291.5	751.57	460.07
TCGA-CV-7429-01	-118.63	289.48	170.85
TCGA-CV-7430-01	-1471.31	-630.62	-2101.93
TCGA-CV-7432-01	-1060.37	-193.89	-1254.26
TCGA-CV-7433-01	1191.3	1799.68	2990.98
TCGA-CV-7434-01	-641.31	293.49	-347.82
TCGA-CV-7435-01	1109.58	655.5	1765.08
TCGA-CV-7437-01	-1107.87	-528.66	-1636.53
TCGA-CV-7438-01	-136.29	446.29	310
TCGA-CV-7440-01	-953.43	-71.46	-1024.89
TCGA-CV-7446-01	-615.57	-347.04	-962.6
TCGA-CV-7568-01	157.12	-246.89	-89.77
TCGA-CV-A45O-01	-719.51	649.55	-69.96
TCGA-CV-A45P-01	-1172.86	-227.41	-1400.27
TCGA-CV-A45Q-01	-1152.43	250.64	-901.79
TCGA-CV-A45R-01	-46.73	495.12	448.39
TCGA-CV-A45T-01	-137.75	1882.02	1744.27
TCGA-CV-A45U-01	-1150.32	-226.41	-1376.73
TCGA-CV-A45V-01	-171.02	528.51	357.49
TCGA-CV-A45W-01	-150.76	1104.77	954.01
TCGA-CV-A45X-01	-1298.48	-107.72	-1406.2
TCGA-CV-A45Y-01	518.09	1228.54	1746.63
TCGA-CV-A45Z-01	-639.18	514.77	-124.41
TCGA-CV-A460-01	110.67	1197.85	1308.52
TCGA-CV-A461-01	-404.49	1434.16	1029.67
TCGA-CV-A463-01	-1166.85	-118.6	-1285.45
TCGA-CV-A464-01	426.39	299.03	725.42
TCGA-CV-A465-01	-1587.09	-704.05	-2291.14
TCGA-CV-A468-01	634.74	1558.58	2193.31
TCGA-CV-A6JD-01	-190.64	1191.52	1000.87
TCGA-CV-A6JE-01	-99.45	899.62	800.17
TCGA-CV-A6JM-01	-812.27	150.31	-661.95
TCGA-CV-A6JN-01	-950.75	675.29	-275.46
TCGA-CV-A6JO-01	-669.9	990.93	321.02
TCGA-CV-A6JT-01	61.19	659.02	720.21
TCGA-CV-A6JU-01	-487.66	92.18	-395.48
TCGA-CV-A6JY-01	-1302.46	-441.94	-1744.4
TCGA-CV-A6JZ-01	321.57	1704.37	2025.94
TCGA-CV-A6K0-01	455.07	1252.89	1707.96
TCGA-CV-A6K1-01	-737.71	360.2	-377.52
TCGA-CV-A6K2-01	-626.3	421.66	-204.65
TCGA-CX-7082-01	-643.47	-302.46	-945.93
TCGA-CX-7085-01	1384.86	1966.8	3351.67
TCGA-CX-7086-01	-1323.76	-177.56	-1501.33
TCGA-CX-7219-01	435.88	836.9	1272.78
TCGA-CX-A4AQ-01	-375.6	1576.08	1200.48
TCGA-D6-6515-01	1012.2	1896.92	2909.12
TCGA-D6-6516-01	-480.2	639.83	159.63
TCGA-D6-6517-01	-615.26	457.74	-157.52
TCGA-D6-6823-01	-916.42	-302.31	-1218.72
TCGA-D6-6824-01	688.92	1199	1887.92
TCGA-D6-6825-01	343.46	1487.34	1830.8
TCGA-D6-6826-01	543.89	1184.51	1728.4
TCGA-D6-6827-01	-802.78	-374.45	-1177.23
TCGA-D6-8568-01	30.66	474.53	505.19
TCGA-D6-8569-01	-463.6	349.22	-114.38
TCGA-D6-A4Z9-01	-632.64	146.46	-486.18
TCGA-D6-A4ZB-01	-837.64	-98.13	-935.77
TCGA-D6-A6EK-01	-688.76	1323.32	634.56
TCGA-D6-A6EM-01	-432.1	1466.41	1034.31
TCGA-D6-A6EN-01	-805.55	1818.78	1013.24
TCGA-D6-A6EO-01	-1051.01	-607.1	-1658.11
TCGA-D6-A6EP-01	60.05	-542.9	-482.85
TCGA-D6-A6EQ-01	-60.89	802.46	741.57
TCGA-D6-A6ES-01	-1124.5	443.43	-681.07
TCGA-D6-A74Q-01	-791.78	215.79	-575.99
TCGA-DQ-5624-01	-90.49	268.11	177.62
TCGA-DQ-5625-01	-123.14	1382.57	1259.43
TCGA-DQ-5629-01	-798.22	-777.68	-1575.89
TCGA-DQ-5630-01	580.95	1386.83	1967.78
TCGA-DQ-5631-01	-585.76	-470.02	-1055.78
TCGA-DQ-7588-01	-1821.77	-882.63	-2704.4
TCGA-DQ-7589-01	-640.29	-893.45	-1533.74
TCGA-DQ-7590-01	278.58	2351.28	2629.86
TCGA-DQ-7591-01	-1205.93	1088.46	-117.46
TCGA-DQ-7592-01	-182.67	327.11	144.44
TCGA-DQ-7593-01	-513.49	2057.04	1543.55
TCGA-DQ-7594-01	-639.91	891.08	251.16
TCGA-DQ-7595-01	-1314.68	-310.18	-1624.86
TCGA-DQ-7596-01	-1410.47	700.42	-710.05
TCGA-F7-7848-01	-215.34	551.08	335.74
TCGA-F7-8298-01	-284.08	-38.06	-322.14
TCGA-F7-8489-01	-338.03	1108.81	770.77
TCGA-F7-A50G-01	-392.8	878.98	486.18
TCGA-F7-A50I-01	-664.41	203.97	-460.44
TCGA-F7-A50J-01	-631.48	346.83	-284.65
TCGA-F7-A61S-01	-1026.01	861.39	-164.62
TCGA-F7-A61V-01	-1244.24	-322.14	-1566.38
TCGA-F7-A61W-01	-1455.01	-602.2	-2057.21
TCGA-F7-A620-01	-510.45	1183.22	672.78
TCGA-F7-A622-01	-1282.29	-307.62	-1589.91
TCGA-F7-A623-01	-1025.74	-30.42	-1056.16
TCGA-F7-A624-01	-630.9	2094.47	1463.57
TCGA-H7-7774-01	-1069.42	455.6	-613.82
TCGA-H7-8501-01	54.18	1929.69	1983.87
TCGA-H7-8502-01	-201.56	81.61	-119.95
